Borough,Borough Latitude,Borough Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
North York,43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
North York,43.7785175,-79.3465557,J.Crew,43.7779417,-79.3451178,Clothing Store
North York,43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
North York,43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
North York,43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
North York,43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
North York,43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
North York,43.7785175,-79.3465557,Starbucks,43.778286847314284,-79.34333091159938,Coffee Shop
North York,43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
North York,43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
North York,43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
North York,43.7785175,-79.3465557,Thai Express,43.77744187801327,-79.3463604095086,Restaurant
North York,43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
North York,43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
North York,43.7785175,-79.3465557,Tim Hortons,43.77496545188454,-79.34628456830978,Coffee Shop
North York,43.7785175,-79.3465557,SEPHORA,43.77765093467543,-79.34442289507848,Cosmetics Shop
North York,43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
North York,43.7785175,-79.3465557,Tommy Hilfiger Company Store,43.77742747193735,-79.34589327979445,Clothing Store
North York,43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
North York,43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
North York,43.7785175,-79.3465557,Sport Chek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
North York,43.7785175,-79.3465557,KFC,43.77827218538913,-79.34331697645614,Fast Food Restaurant
North York,43.7785175,-79.3465557,St. Louis Bar and Grill,43.777081295346356,-79.3449062809075,Wings Joint
North York,43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
North York,43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
North York,43.7785175,-79.3465557,McDonald's,43.77825590971608,-79.34329331953681,Fast Food Restaurant
North York,43.7785175,-79.3465557,Druxy's Famous Deli,43.77878702526164,-79.34444702976553,Deli / Bodega
North York,43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
North York,43.7785175,-79.3465557,Villa Madina,43.77868602281936,-79.34416903286618,Restaurant
North York,43.7785175,-79.3465557,Teaopia,43.77874324350523,-79.34451221242404,Tea Room
North York,43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
North York,43.7785175,-79.3465557,GNC Live Well,43.77843789497575,-79.344162940979,Supplement Shop
North York,43.7785175,-79.3465557,Ardene,43.77688620262047,-79.34717998514216,Women's Store
North York,43.7785175,-79.3465557,Gap,43.777648890269134,-79.3450654376893,Clothing Store
North York,43.7785175,-79.3465557,Gymboree,43.77733119829688,-79.3448477509349,Kids Store
North York,43.7785175,-79.3465557,Toys Toys Toys,43.7789120874428,-79.34456303829828,Toy / Game Store
North York,43.7785175,-79.3465557,Childrens Place,43.777599,-79.345136,Kids Store
North York,43.7785175,-79.3465557,Taco Bell,43.777751,-79.344498,Fast Food Restaurant
North York,43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
North York,43.7785175,-79.3465557,Manchu Wok,43.77822514623288,-79.34330206344342,Chinese Restaurant
North York,43.7785175,-79.3465557,Laura Secord,43.7782285533859,-79.34321768453563,Dessert Shop
North York,43.7785175,-79.3465557,Tonyc Salon & Spa,43.778299876471415,-79.34318324796638,Spa
North York,43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
North York,43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
North York,43.7785175,-79.3465557,TTC Subway Line 4 - Sheppard Line,43.775668760467525,-79.34561133392964,Metro Station
North York,43.7785175,-79.3465557,Don Mills Subway Station,43.775501921683805,-79.3465930223465,Metro Station
North York,43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
North York,43.7785175,-79.3465557,Sushi Shop,43.778533,-79.342233,Restaurant
North York,43.7785175,-79.3465557,Little Burgandy,43.776128164003495,-79.34318654842812,Shoe Store
North York,43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
North York,43.7785175,-79.3465557,Michel's Baguette,43.77432584600824,-79.34668494032192,Bakery
North York,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
North York,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
North York,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
North York,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
North York,43.7574902,-79.37471409999998,Windfields Cafeteria,43.755862,-79.370649,Cafeteria
North York,43.7701199,-79.40849279999998,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
North York,43.7701199,-79.40849279999998,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
North York,43.7701199,-79.40849279999998,Loblaws,43.768648243223105,-79.41259737496199,Grocery Store
North York,43.7701199,-79.40849279999998,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
North York,43.7701199,-79.40849279999998,Starbucks,43.7681923488525,-79.41302061080933,Coffee Shop
North York,43.7701199,-79.40849279999998,Cineplex Cinemas Empress Walk,43.76862539839479,-79.41261307104753,Movie Theater
North York,43.7701199,-79.40849279999998,Saryo,43.76697902009232,-79.41220491675689,Café
North York,43.7701199,-79.40849279999998,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
North York,43.7701199,-79.40849279999998,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
North York,43.7701199,-79.40849279999998,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
North York,43.7701199,-79.40849279999998,PetSmart,43.769139,-79.412522,Pet Store
North York,43.7701199,-79.40849279999998,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
North York,43.7701199,-79.40849279999998,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
North York,43.7701199,-79.40849279999998,KINTON RAMEN,43.76968375926793,-79.41304877291766,Ramen Restaurant
North York,43.7701199,-79.40849279999998,Jack Astor's Bar & Grill,43.76709662310871,-79.41226301488,Restaurant
North York,43.7701199,-79.40849279999998,Wendy's,43.76846127243853,-79.4123771060805,Fast Food Restaurant
North York,43.7701199,-79.40849279999998,Starbucks,43.768627,-79.4131,Coffee Shop
North York,43.7701199,-79.40849279999998,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
North York,43.7701199,-79.40849279999998,Dairy Queen (Treat),43.76701557770687,-79.4120009150447,Ice Cream Shop
North York,43.7701199,-79.40849279999998,Subway,43.768175813865255,-79.41367417969296,Sandwich Place
North York,43.7701199,-79.40849279999998,Aura,43.766012799364795,-79.41081286441447,Lounge
North York,43.7701199,-79.40849279999998,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
North York,43.7701199,-79.40849279999998,Dollarama,43.76857990194044,-79.41258130650297,Discount Store
North York,43.7701199,-79.40849279999998,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
North York,43.7701199,-79.40849279999998,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
North York,43.7701199,-79.40849279999998,Aburi Room,43.769197,-79.414039,Sushi Restaurant
North York,43.7701199,-79.40849279999998,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
North York,43.7701199,-79.40849279999998,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
North York,43.7701199,-79.40849279999998,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
North York,43.7701199,-79.40849279999998,Second Cup,43.769041,-79.41187,Coffee Shop
North York,43.7701199,-79.40849279999998,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
North York,43.7701199,-79.40849279999998,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
North York,43.7701199,-79.40849279999998,Ichiban Sushi House,43.76850355881456,-79.41257414624523,Sushi Restaurant
North York,43.7701199,-79.40849279999998,Shoppers Drug Mart,43.766007070895164,-79.41081923680855,Pharmacy
North York,43.7701199,-79.40849279999998,Ichiban Fish House,43.76599495334784,-79.4108127227573,Japanese Restaurant
North York,43.7701199,-79.40849279999998,PROJECT:FISH,43.7691,-79.414305,Sushi Restaurant
North York,43.7701199,-79.40849279999998,Trio Restaurant,43.769057691735014,-79.41437684224671,Restaurant
North York,43.7527583,-79.4000493,TD Canada Trust Branch and ATM,43.7509235,-79.4010039,Bank
North York,43.7527583,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
North York,43.7527583,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
North York,43.7527583,-79.4000493,Yorkminster Park,43.755488533718136,-79.40171241760254,Park
North York,43.7527583,-79.4000493,Jays Pub,43.752142,-79.405016,Bar
North York,43.7827364,-79.4422593,Shoppers Drug Mart,43.78324549981555,-79.44634852124699,Pharmacy
North York,43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
North York,43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
North York,43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
North York,43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
North York,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
North York,43.7532586,-79.3296565,KFC,43.75438666345904,-79.3330206627504,Fast Food Restaurant
North York,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
North York,43.7459058,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
North York,43.7459058,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
North York,43.7459058,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
North York,43.7459058,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
North York,43.7459058,-79.352188,Bond Park,43.74537356928136,-79.35124509707558,Baseball Field
North York,43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
North York,43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
North York,43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
North York,43.72589970000001,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
North York,43.72589970000001,-79.340923,Swiss Chalet Rotisserie & Grill,43.7267367878352,-79.34140272120312,Restaurant
North York,43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,43.726429,-79.334971,General Entertainment
North York,43.72589970000001,-79.340923,Memories of Japan,43.72734746849249,-79.34136445237439,Japanese Restaurant
North York,43.72589970000001,-79.340923,Genghis Khan Mongolian Grill,43.7269059862849,-79.34121626053623,Asian Restaurant
North York,43.72589970000001,-79.340923,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
North York,43.72589970000001,-79.340923,The Beer Store,43.7269871,-79.3414943,Beer Store
North York,43.72589970000001,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
North York,43.72589970000001,-79.340923,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant
North York,43.72589970000001,-79.340923,Tim Hortons,43.72289725323043,-79.33911703526974,Coffee Shop
North York,43.72589970000001,-79.340923,Real Canadian Superstore,43.722313107043625,-79.3376048086347,Grocery Store
North York,43.72589970000001,-79.340923,GoodLife Fitness North York Don Mills and Eglinton,43.72221859187012,-79.33768914023501,Gym
North York,43.72589970000001,-79.340923,The Beer Store,43.7227042,-79.3375083,Beer Store
North York,43.72589970000001,-79.340923,Subway,43.72432189860479,-79.33685838010095,Sandwich Place
North York,43.72589970000001,-79.340923,Harvey's,43.726618141963044,-79.34099700109225,Fast Food Restaurant
North York,43.72589970000001,-79.340923,Pho 88 發發餐廳,43.72664201962024,-79.3423446449432,Asian Restaurant
North York,43.72589970000001,-79.340923,Congee Star 帝王名粥,43.72658622416194,-79.34183343111253,Chinese Restaurant
North York,43.72589970000001,-79.340923,Delimark Cafe,43.72753609649164,-79.33954737355866,Coffee Shop
North York,43.72589970000001,-79.340923,TTC Bus 925 Don Mills Express,43.72890834331221,-79.34120178222656,Bus Line
North York,43.72589970000001,-79.340923,Holy Smokes,43.722373289996604,-79.33778555321567,Smoke Shop
North York,43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
North York,43.7543283,-79.4422593,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
North York,43.7543283,-79.4422593,Starbucks,43.755653123519615,-79.43987338134932,Coffee Shop
North York,43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
North York,43.7543283,-79.4422593,Best for Bride in Toronto,43.75571979646036,-79.43788253603987,Bridal Shop
North York,43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
North York,43.7543283,-79.4422593,Dairy Queen,43.75567964325238,-79.44016579234159,Fast Food Restaurant
North York,43.7543283,-79.4422593,TD Canada Trust,43.7562323,-79.4390254,Bank
North York,43.7543283,-79.4422593,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
North York,43.7543283,-79.4422593,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
North York,43.7543283,-79.4422593,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
North York,43.7543283,-79.4422593,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,Fried Chicken Joint
North York,43.7543283,-79.4422593,Shoppers Drug Mart,43.756204016589244,-79.43958897502529,Pharmacy
North York,43.7543283,-79.4422593,Yogurty's,43.756190568366485,-79.43941837290544,Frozen Yogurt Shop
North York,43.7543283,-79.4422593,Subway,43.75572798067668,-79.43988217796945,Sandwich Place
North York,43.7543283,-79.4422593,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
North York,43.7543283,-79.4422593,Rogers,43.75575664597711,-79.44005186942444,Video Store
North York,43.7543283,-79.4422593,Metro,43.755791531926526,-79.43980055649448,Supermarket
North York,43.7679803,-79.48726190000002,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
North York,43.7679803,-79.48726190000002,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
North York,43.7679803,-79.48726190000002,Fox & Fiddle,43.76379461939549,-79.48849672002802,Bar
North York,43.7679803,-79.48726190000002,Finch West Subway Station,43.76510685746509,-79.49117202171209,Metro Station
North York,43.7679803,-79.48726190000002,Falafel Express,43.764187100541214,-79.48912096481943,Falafel Restaurant
North York,43.7679803,-79.48726190000002,Party City,43.76417373654635,-79.4852503780818,Miscellaneous Shop
North York,43.7679803,-79.48726190000002,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
North York,43.7374732,-79.46476329999999,Toronto Downsview Airport (YZD),43.738882611749744,-79.47011109314882,Airport
North York,43.7374732,-79.46476329999999,Ancaster Park,43.73470570807407,-79.46477740817078,Park
North York,43.7374732,-79.46476329999999,VAUGHAN GARAGE DOOR REPAIR,43.73487711449948,-79.46858424693346,Other Repair Shop
North York,43.7390146,-79.5069436,TD Canada Trust,43.740369455302194,-79.51237499713898,Bank
North York,43.7390146,-79.5069436,Price Chopper,43.73990841084056,-79.51226143309357,Grocery Store
North York,43.7390146,-79.5069436,jane sheppard mall,43.740104399774324,-79.51255243633483,Shopping Mall
